Miasto,Data_Pomiaru,Temperatura,Wilgotosc,Cisnienie,Wiatr,Deszcz,Snieg,Zachmurzenie,Rok,Miesiac
Krakow,3/5/2022,0,83,985,11,0,0,73,2022,3
Warszawa,2/3/2021,1,100,992,18,9,0,100,2021,2
Warszawa,7/1/2021,20,65,998,11,0,0,62,2021,7
Krakow,7/2/2021,17,76,978,14,2,0,80,2021,7
Warszawa,5/12/2021,18,57,997,28,0,0,1,2021,5
Krakow,5/13/2021,13,92,967,11,7,0,80,2021,5
Warszawa,11/28/2021,0,96,986,13,3,0,87,2021,11
Krakow,11/29/2021,0,89,961,29,1,0,100,2021,11
Warszawa,10/16/2023,7,77,1005,27,0,0,84,2023,10
Krakow,3/25/2021,4,81,985,5,0,0,58,2021,3
Warszawa,3/25/2021,4,90,1010,8,0,0,97,2021,3
Krakow,3/26/2021,6,73,985,10,0,0,28,2021,3
Warszawa,10/27/2023,9,90,983,12,2,0,92,2023,10
Warszawa,12/25/2023,6,91,986,46,4,0,79,2023,12
Warszawa,10/15/2023,8,68,1000,26,0,0,46,2023,10
Warszawa,7/2/2021,19,70,1000,17,0,0,79,2021,7
Krakow,7/3/2021,17,79,978,19,0,0,95,2021,7
Warszawa,10/9/2021,7,64,1023,15,0,0,0,2021,10
Krakow,10/10/2021,4,67,995,13,0,0,41,2021,10
Krakow,2/4/2021,2,95,975,32,2,0,95,2021,2
Warszawa,4/25/2022,8,90,995,13,0,0,99,2022,4
Warszawa,10/10/2021,6,63,1018,15,0,0,9,2021,10
Warszawa,8/18/2021,16,61,1001,23,0,0,62,2021,8
Krakow,8/19/2021,17,67,980,18,0,0,54,2021,8
Warszawa,11/8/2023,7,89,1001,20,1,0,70,2023,11
Warszawa,8/19/2021,18,69,1000,20,0,0,76,2021,8
Krakow,10/15/2023,9,59,978,22,0,0,70,2023,10
Krakow,11/8/2023,6,83,979,20,0,0,71,2023,11
Warszawa,2/4/2021,0,94,995,21,10,5,100,2021,2
Krakow,11/7/2023,8,79,979,13,0,0,21,2023,11
Krakow,2/5/2021,-1,93,982,13,0,0,96,2021,2
Krakow,4/26/2022,7,87,980,9,1,0,80,2022,4
Krakow,8/20/2021,18,66,983,7,0,0,73,2021,8
Warszawa,11/29/2021,1,93,983,28,2,0,100,2021,11
Warszawa,3/5/2022,0,81,1012,10,0,0,81,2022,3
Krakow,12/25/2023,7,91,968,50,4,0,95,2023,12
Krakow,10/26/2023,11,79,962,19,0,0,50,2023,10
Warszawa,7/3/2021,18,94,999,18,9,0,100,2021,7
Krakow,7/4/2021,18,67,977,9,0,0,14,2021,7
Warszawa,10/26/2023,9,93,985,18,3,0,91,2023,10
Warszawa,8/20/2021,19,73,1004,15,2,0,62,2021,8
Krakow,8/21/2021,18,68,984,8,0,0,23,2021,8
Warszawa,4/26/2022,7,86,1003,10,0,0,76,2022,4
Krakow,4/27/2022,8,73,987,12,0,0,79,2022,4
Warszawa,5/13/2021,15,62,990,17,0,0,4,2021,5
Krakow,5/14/2021,12,91,968,17,3,0,96,2021,5
Warszawa,11/7/2023,8,87,1001,20,0,0,51,2023,11
Krakow,10/14/2023,17,61,973,24,0,0,28,2023,10
Warszawa,10/14/2023,16,64,994,29,1,0,65,2023,10
Warszawa,5/14/2021,15,81,991,12,2,0,49,2021,5
Krakow,5/15/2021,13,75,973,9,1,0,72,2021,5
Krakow,10/11/2021,6,68,986,9,0,0,52,2021,10
Warszawa,12/24/2023,1,94,987,29,2,0,98,2023,12
Krakow,3/6/2022,-1,78,985,11,0,0,50,2022,3
Krakow,12/24/2023,2,97,968,32,6,16,99,2023,12
Warszawa,10/11/2021,6,59,1008,11,0,0,49,2021,10
Krakow,10/12/2021,7,81,978,16,1,0,87,2021,10
Warszawa,11/30/2021,1,90,984,32,6,0,99,2021,11
Krakow,12/1/2021,2,86,966,26,1,0,83,2021,12
Warszawa,8/21/2021,16,77,1007,13,0,0,37,2021,8
Krakow,8/22/2021,18,64,982,8,0,0,61,2021,8
Warszawa,4/27/2022,10,67,1010,11,0,0,53,2022,4
Krakow,4/28/2022,10,70,988,10,1,0,59,2022,4
Warszawa,2/5/2021,-2,85,1009,6,0,0,46,2021,2
Warszawa,3/26/2021,6,79,1010,15,0,0,54,2021,3
Krakow,3/27/2021,8,72,984,22,1,0,59,2021,3
Warszawa,7/4/2021,19,90,999,11,4,0,81,2021,7
Warszawa,8/22/2021,15,81,1007,9,0,0,87,2021,8
Warszawa,10/25/2023,10,94,987,20,8,0,100,2023,10
Krakow,10/25/2023,11,91,967,17,8,0,84,2023,10
Warszawa,3/6/2022,0,78,1011,8,0,0,100,2022,3
Krakow,3/7/2022,-1,82,983,14,1,0,96,2022,3
Warszawa,12/22/2023,2,87,969,48,6,0,93,2023,12
Krakow,12/22/2023,1,87,953,43,4,0,74,2023,12
Warszawa,5/15/2021,14,69,996,13,0,0,63,2021,5
Krakow,5/16/2021,11,87,970,11,2,0,68,2021,5
Warszawa,3/27/2021,8,77,1007,26,3,0,42,2021,3
Krakow,3/28/2021,4,74,993,19,0,0,43,2021,3
Warszawa,3/7/2022,0,89,1009,18,1,0,88,2022,3
Krakow,11/6/2023,9,79,970,35,0,0,47,2023,11
Warszawa,11/6/2023,9,86,988,35,1,0,75,2023,11
Krakow,2/6/2021,-2,82,981,20,1,4,96,2021,2
Krakow,12/21/2023,3,86,960,40,5,0,84,2023,12
Warszawa,10/12/2021,6,88,1000,15,0,0,60,2021,10
Krakow,10/13/2021,5,88,981,14,1,0,97,2021,10
Warszawa,4/28/2022,8,77,1013,13,0,0,21,2022,4
Krakow,10/13/2023,16,73,982,16,0,0,67,2023,10
Warszawa,10/13/2023,13,79,1002,17,0,0,71,2023,10
Warszawa,11/5/2023,7,90,977,20,6,0,92,2023,11
Krakow,10/24/2023,11,81,972,12,4,0,78,2023,10
Warszawa,5/16/2021,14,83,994,16,7,0,91,2021,5
Krakow,10/12/2023,16,65,979,28,1,0,90,2023,10
Warszawa,12/1/2021,1,90,986,25,3,0,98,2021,12
Krakow,3/8/2022,0,87,986,15,0,0,98,2022,3
Warszawa,12/21/2023,3,95,978,39,14,0,99,2023,12
Warszawa,3/28/2021,3,85,1015,19,0,0,58,2021,3
Krakow,3/29/2021,7,75,994,17,1,0,80,2021,3
Krakow,11/5/2023,7,87,954,20,5,0,77,2023,11
Krakow,11/4/2023,6,74,960,15,0,0,31,2023,11
Warszawa,10/24/2023,10,91,999,15,0,0,92,2023,10
Warszawa,10/13/2021,6,88,1005,15,0,0,84,2021,10
Krakow,10/14/2021,6,74,986,14,0,0,40,2021,10
Warszawa,10/12/2023,15,75,1000,28,2,0,97,2023,10
Krakow,10/11/2023,15,72,982,25,0,0,79,2023,10
Krakow,7/5/2021,20,58,976,8,0,0,34,2021,7
Krakow,5/17/2021,11,79,969,13,12,0,72,2021,5
Warszawa,12/2/2021,3,84,982,40,0,0,74,2021,12
Krakow,12/20/2023,3,85,975,30,2,0,90,2023,12
Krakow,8/23/2021,16,85,982,7,7,0,99,2021,8
Krakow,10/23/2023,10,76,982,10,0,0,45,2023,10
Warszawa,10/23/2023,10,94,1003,16,0,0,86,2023,10
Warszawa,10/11/2023,15,72,1003,26,0,0,91,2023,10
Warszawa,2/6/2021,-6,81,1010,17,0,0,77,2021,2
Krakow,2/7/2021,-7,85,973,32,10,115,100,2021,2
Warszawa,10/14/2021,7,79,1009,20,0,0,78,2021,10
Krakow,10/15/2021,8,74,981,20,0,0,46,2021,10
Warszawa,8/23/2021,15,86,1006,23,10,0,100,2021,8
Warszawa,7/5/2021,21,75,999,5,2,0,48,2021,7
Krakow,7/6/2021,22,61,978,7,0,0,9,2021,7
Krakow,12/3/2021,0,69,974,20,0,0,52,2021,12
Warszawa,3/29/2021,7,86,1016,18,5,0,91,2021,3
Warszawa,11/4/2023,8,83,983,25,0,0,69,2023,11
Warszawa,3/8/2022,0,91,1011,15,0,0,99,2022,3
Krakow,3/9/2022,1,97,987,16,5,0,100,2022,3
Warszawa,10/15/2021,11,79,1002,28,1,0,97,2021,10
Warszawa,10/10/2023,7,73,1010,14,0,0,41,2023,10
Warszawa,5/17/2021,14,67,993,9,0,0,46,2021,5
Krakow,5/18/2021,9,94,971,22,20,0,88,2021,5
Krakow,4/29/2022,9,69,990,6,0,0,28,2022,4
Krakow,3/30/2021,9,94,993,12,1,0,97,2021,3
Krakow,10/22/2023,13,89,972,21,6,0,80,2023,10
Krakow,10/16/2021,7,78,986,13,0,0,56,2021,10
Krakow,10/10/2023,7,91,984,8,0,0,91,2023,10
Warszawa,12/20/2023,4,96,993,31,10,0,100,2023,12
Warszawa,2/7/2021,-9,80,1007,30,0,0,100,2021,2
Warszawa,10/22/2023,11,96,994,21,26,0,99,2023,10
Warszawa,12/3/2021,0,84,995,29,0,0,81,2021,12
Krakow,10/9/2023,4,79,987,7,2,0,91,2023,10
Warszawa,10/9/2023,5,73,1010,13,0,0,49,2023,10
Warszawa,10/16/2021,8,80,1007,21,0,0,75,2021,10
Krakow,10/17/2021,5,73,987,5,0,0,46,2021,10
Warszawa,8/24/2021,14,73,1009,23,4,0,100,2021,8
Krakow,12/19/2023,4,74,983,28,0,0,48,2023,12
Warszawa,12/19/2023,5,93,1004,29,6,0,96,2023,12
Warszawa,10/17/2021,8,74,1008,20,0,0,99,2021,10
Warszawa,12/31/2023,3,94,1002,15,0,0,97,2023,12
Krakow,10/21/2023,18,71,966,16,4,0,88,2023,10
Krakow,12/31/2023,3,94,976,12,0,0,61,2023,12
Warszawa,3/30/2021,10,96,1016,14,0,0,99,2021,3
Warszawa,10/21/2023,11,94,991,15,3,0,84,2023,10
Krakow,8/25/2021,11,72,982,10,0,0,6,2021,8
Krakow,3/31/2021,13,80,990,6,0,0,40,2021,3
Krakow,12/4/2021,0,46,970,12,0,0,63,2021,12
Krakow,10/8/2023,10,67,984,26,4,0,77,2023,10
Warszawa,4/29/2022,9,72,1014,6,0,0,53,2022,4
Krakow,4/30/2022,10,63,986,8,0,0,38,2022,4
Warszawa,12/4/2021,0,71,994,20,0,0,75,2021,12
Warszawa,3/9/2022,2,91,1012,16,0,0,94,2022,3
Warszawa,7/6/2021,22,59,1002,8,0,0,7,2021,7
Krakow,7/7/2021,24,57,982,7,0,0,10,2021,7
Krakow,2/8/2021,-7,92,963,20,5,48,100,2021,2
Krakow,12/5/2021,0,84,968,6,2,24,98,2021,12
Krakow,3/10/2022,-2,79,997,17,0,0,83,2022,3
Warszawa,5/18/2021,13,85,993,20,7,0,69,2021,5
Krakow,5/19/2021,10,82,978,14,0,0,84,2021,5
Krakow,10/18/2021,6,86,991,15,0,0,87,2021,10
Krakow,12/18/2023,4,80,992,25,0,0,38,2023,12
Warszawa,3/10/2022,-2,75,1023,17,0,0,27,2022,3
Krakow,10/20/2023,13,84,958,15,0,0,99,2023,10
Warszawa,10/7/2023,13,88,999,32,13,0,99,2023,10
Warszawa,10/18/2021,9,82,1010,18,1,0,81,2021,10
Krakow,10/19/2021,9,76,988,13,0,0,57,2021,10
Warszawa,5/19/2021,11,86,999,19,8,0,57,2021,5
Warszawa,10/20/2023,6,90,986,27,8,0,100,2023,10
Warszawa,2/8/2021,-9,90,993,34,11,157,100,2021,2
Warszawa,12/30/2023,6,88,998,34,3,0,94,2023,12
Krakow,12/30/2023,5,92,980,28,1,0,90,2023,12
Warszawa,3/31/2021,13,89,1011,14,0,0,61,2021,3
Krakow,4/1/2021,14,69,978,17,0,0,54,2021,4
Krakow,10/7/2023,16,57,981,38,0,0,97,2023,10
Krakow,10/6/2023,12,63,989,16,0,0,66,2023,10
Krakow,11/3/2023,10,79,952,26,2,0,78,2023,11
Warszawa,11/3/2023,12,72,978,39,4,0,96,2023,11
Krakow,2/9/2021,-5,91,969,8,0,0,67,2021,2
Warszawa,7/7/2021,25,54,1005,15,0,0,35,2021,7
Warszawa,4/30/2022,10,64,1012,9,0,0,27,2022,4
Krakow,7/8/2021,25,60,983,13,0,0,14,2021,7
Krakow,5/1/2022,12,66,983,10,0,0,57,2022,5
Krakow,5/20/2021,10,82,979,16,2,0,89,2021,5
Krakow,11/2/2023,10,73,966,22,0,0,46,2023,11
Warszawa,11/2/2023,10,78,992,28,0,0,43,2023,11
Warszawa,12/18/2023,5,96,1013,31,2,0,100,2023,12
Warszawa,10/6/2023,12,73,1009,24,0,0,64,2023,10
Krakow,10/5/2023,12,57,987,23,0,0,50,2023,10
Warszawa,8/25/2021,13,71,1004,15,0,0,38,2021,8
Warszawa,5/1/2022,11,64,1009,7,0,0,31,2022,5
Krakow,5/2/2022,12,65,981,9,0,0,33,2022,5
Warszawa,12/5/2021,0,78,995,15,1,0,95,2021,12
Warszawa,3/11/2022,-2,65,1024,10,0,0,0,2022,3
Krakow,3/12/2022,-1,66,994,7,0,0,5,2022,3
Warszawa,12/17/2023,5,97,1017,35,3,0,100,2023,12
Warszawa,2/9/2021,-6,90,993,6,0,0,96,2021,2
Krakow,12/6/2021,0,95,975,10,2,0,100,2021,12
Krakow,2/10/2021,-4,91,971,11,1,8,98,2021,2
Krakow,12/29/2023,6,90,978,29,0,0,94,2023,12
Krakow,12/28/2023,3,87,981,23,0,0,95,2023,12
Krakow,8/26/2021,12,82,973,17,2,0,67,2021,8
Warszawa,4/1/2021,11,79,1001,17,3,0,61,2021,4
Warszawa,5/20/2021,12,73,1002,20,0,0,10,2021,5
Krakow,12/17/2023,2,94,997,23,0,0,89,2023,12
Krakow,5/21/2021,12,68,977,16,0,0,55,2021,5
Warszawa,10/19/2021,10,84,1011,15,0,0,84,2021,10
Krakow,10/20/2021,12,63,980,20,0,0,75,2021,10
Warszawa,10/20/2021,14,67,999,32,1,0,94,2021,10
Krakow,11/1/2023,9,80,974,18,0,0,33,2023,11
Warszawa,5/21/2021,14,65,999,20,0,0,46,2021,5
Warszawa,8/26/2021,13,90,995,19,5,0,72,2021,8
Warszawa,3/12/2022,0,68,1020,6,0,0,9,2022,3
Krakow,8/27/2021,13,84,976,8,2,0,91,2021,8
Warszawa,5/2/2022,12,63,1006,10,0,0,40,2022,5
Krakow,5/3/2022,13,63,979,7,0,0,51,2022,5
Warszawa,10/5/2023,12,71,1009,30,0,0,54,2023,10
Krakow,10/21/2021,12,65,970,29,0,0,46,2021,10
Krakow,4/2/2021,6,72,980,11,1,0,54,2021,4
Warszawa,11/1/2023,10,76,997,20,0,0,98,2023,11
Warszawa,12/28/2023,3,95,1002,25,0,0,99,2023,12
Krakow,10/31/2023,13,71,967,23,6,0,98,2023,10
Krakow,5/22/2021,11,80,973,19,6,0,62,2021,5
Warszawa,10/8/2023,8,62,1007,27,0,0,28,2023,10
Warszawa,2/10/2021,-7,87,998,7,0,0,82,2021,2
Krakow,2/11/2021,-8,85,981,25,1,0,100,2021,2
Warszawa,7/8/2021,26,55,1008,13,0,0,26,2021,7
Krakow,7/9/2021,22,71,980,10,3,0,43,2021,7
Krakow,3/13/2022,0,77,992,11,0,0,1,2022,3
Krakow,12/16/2023,1,94,999,20,1,0,76,2023,12
Warszawa,4/2/2021,4,74,1004,15,0,0,42,2021,4
Krakow,4/3/2021,1,88,978,13,5,0,60,2021,4
Krakow,6/26/2023,20,59,981,9,0,0,29,2023,6
Warszawa,12/16/2023,3,99,1021,27,0,0,100,2023,12
Warszawa,2/11/2021,-9,87,1007,24,0,0,98,2021,2
Warszawa,12/6/2021,0,92,1000,13,1,0,100,2021,12
Krakow,12/7/2021,-1,87,976,10,0,0,97,2021,12
Krakow,2/12/2021,-10,85,990,25,0,0,91,2021,2
Krakow,3/14/2022,2,82,994,10,0,0,5,2022,3
Warszawa,8/27/2021,13,85,1000,4,1,0,87,2021,8
Warszawa,7/9/2021,24,63,1004,18,5,0,30,2021,7
Krakow,7/10/2021,18,64,983,12,0,0,11,2021,7
Warszawa,6/26/2023,21,55,1001,8,0,0,36,2023,6
Warszawa,3/13/2022,0,83,1017,15,0,0,43,2022,3
Warszawa,5/3/2022,11,62,1003,15,0,0,38,2022,5
Warszawa,5/22/2021,12,83,996,19,5,0,76,2021,5
Krakow,5/23/2021,11,78,979,16,0,0,68,2021,5
Warszawa,10/31/2023,13,79,989,31,0,0,96,2023,10
Krakow,12/23/2023,0,88,961,37,2,11,91,2023,12
Warszawa,12/23/2023,0,90,980,39,4,4,88,2023,12
Krakow,10/19/2023,6,82,968,7,4,0,92,2023,10
Krakow,8/28/2021,13,74,981,5,0,0,43,2021,8
Krakow,5/4/2022,12,67,982,11,0,0,61,2022,5
Warszawa,10/30/2023,12,87,996,18,0,0,56,2023,10
Krakow,10/30/2023,12,84,972,14,0,0,59,2023,10
Warszawa,12/7/2021,-2,75,1003,10,0,0,97,2021,12
Warszawa,10/19/2023,6,73,994,17,2,0,93,2023,10
Krakow,6/25/2023,18,70,982,9,0,0,21,2023,6
Krakow,10/18/2023,4,65,980,8,0,0,14,2023,10
Warszawa,10/21/2021,14,61,988,42,0,0,80,2021,10
Warszawa,5/4/2022,11,61,1008,15,0,0,59,2022,5
Krakow,5/5/2022,13,72,984,9,0,0,69,2022,5
Krakow,10/22/2021,8,58,977,34,0,0,3,2021,10
Warszawa,12/27/2023,3,89,1007,31,1,0,97,2023,12
Warszawa,8/28/2021,13,84,1002,8,2,0,99,2021,8
Krakow,8/29/2021,13,83,978,7,2,0,92,2021,8
Warszawa,7/10/2021,18,76,1007,13,0,0,51,2021,7
Krakow,7/11/2021,19,72,980,10,7,0,34,2021,7
Warszawa,10/29/2023,10,91,996,19,0,0,83,2023,10
Warszawa,4/3/2021,3,76,1003,17,2,0,61,2021,4
Warszawa,3/14/2022,1,92,1020,19,0,0,21,2022,3
Krakow,3/15/2022,5,78,992,12,0,0,46,2022,3
Warszawa,2/12/2021,-10,86,1016,25,0,0,76,2021,2
Krakow,2/13/2021,-6,91,995,23,2,7,86,2021,2
Warszawa,10/18/2023,6,69,1005,17,0,0,21,2023,10
Krakow,12/8/2021,-3,75,973,17,0,0,17,2021,12
Warszawa,5/5/2022,13,54,1009,18,0,0,32,2022,5
Warszawa,2/13/2021,-5,93,1017,27,0,0,83,2021,2
Krakow,2/14/2021,-5,91,998,25,0,0,99,2021,2
Warszawa,10/22/2021,8,62,995,39,1,0,94,2021,10
Krakow,10/23/2021,6,71,986,29,0,0,62,2021,10
Krakow,10/29/2023,11,78,973,16,0,0,63,2023,10
Warszawa,12/8/2021,-5,65,1003,18,0,0,37,2021,12
Krakow,5/6/2022,13,72,987,6,0,0,75,2022,5
Krakow,12/9/2021,-2,78,970,12,0,0,89,2021,12
Warszawa,3/15/2022,3,95,1017,11,0,0,45,2022,3
Krakow,4/4/2021,1,72,982,11,0,0,44,2021,4
Warszawa,7/11/2021,21,65,1006,9,0,0,4,2021,7
Krakow,7/12/2021,18,85,979,7,6,0,81,2021,7
Warszawa,8/29/2021,15,73,1002,7,0,0,78,2021,8
Krakow,8/30/2021,11,96,975,19,30,0,100,2021,8
Warszawa,6/25/2023,20,57,1006,10,0,0,7,2023,6
Warszawa,5/23/2021,12,75,1001,19,1,0,40,2021,5
Krakow,5/24/2021,13,68,983,14,0,0,57,2021,5
Krakow,12/27/2023,3,86,984,26,0,0,77,2023,12
Warszawa,2/14/2021,-2,93,1020,30,0,0,97,2021,2
Krakow,2/15/2021,-7,90,997,14,0,0,78,2021,2
Warszawa,10/23/2021,6,82,1007,31,2,0,85,2021,10
Krakow,10/17/2023,5,67,986,5,0,0,45,2023,10
Krakow,6/24/2023,16,95,984,14,7,0,97,2023,6
Warszawa,6/24/2023,18,73,1007,15,0,0,79,2023,6
Warszawa,12/29/2023,7,91,999,30,0,0,99,2023,12
Warszawa,2/15/2021,-3,95,1021,20,1,0,92,2021,2
Krakow,6/23/2023,23,77,979,13,7,0,80,2023,6
Warszawa,12/9/2021,-2,79,999,22,0,0,96,2021,12
Warszawa,6/23/2023,20,75,1002,16,2,0,76,2023,6
Warszawa,8/30/2021,14,90,999,6,15,0,94,2021,8
Krakow,6/22/2023,23,70,982,10,0,0,75,2023,6
Warszawa,7/12/2021,23,69,1002,13,1,0,50,2021,7
Krakow,7/13/2021,22,65,975,9,0,0,1,2021,7
Krakow,12/10/2021,-1,87,967,5,0,0,69,2021,12
Krakow,3/16/2022,5,83,987,8,1,0,71,2022,3
Krakow,7/21/2023,18,64,976,7,0,0,72,2023,7
Krakow,8/31/2021,12,94,976,21,18,0,99,2021,8
Warszawa,5/6/2022,14,67,1010,14,0,0,53,2022,5
Krakow,5/7/2022,13,70,987,4,0,0,75,2022,5
Warszawa,12/10/2021,0,92,993,17,0,0,100,2021,12
Warszawa,5/24/2021,14,65,1008,16,0,0,47,2021,5
Krakow,12/11/2021,-1,90,976,6,0,0,66,2021,12
Warszawa,11/15/2022,3,91,1002,9,0,0,55,2022,11
Warszawa,10/17/2023,5,77,1007,16,0,0,33,2023,10
Krakow,5/25/2021,10,86,979,17,1,0,81,2021,5
Warszawa,3/16/2022,5,94,1015,18,0,0,95,2022,3
Krakow,3/17/2022,2,76,996,20,0,0,26,2022,3
Warszawa,3/17/2022,4,77,1024,19,0,0,62,2022,3
Krakow,10/24/2021,6,71,998,10,0,0,51,2021,10
Warszawa,4/4/2021,3,70,1006,17,0,0,45,2021,4
Warszawa,5/7/2022,13,69,1009,8,0,0,11,2022,5
Krakow,5/8/2022,14,69,987,5,0,0,26,2022,5
Krakow,4/5/2021,5,64,970,29,5,0,46,2021,4
Warszawa,7/21/2023,18,57,1000,11,0,0,29,2023,7
Krakow,3/18/2022,1,62,1002,14,0,0,8,2022,3
Krakow,11/15/2022,5,80,980,5,0,0,29,2022,11
Warszawa,6/22/2023,22,63,1005,13,0,0,61,2023,6
Krakow,2/16/2021,-4,90,986,12,0,0,94,2021,2
Warszawa,10/24/2021,5,83,1019,13,0,0,86,2021,10
Krakow,10/25/2021,4,70,989,7,0,0,75,2021,10
Warszawa,4/5/2021,5,73,988,33,2,0,54,2021,4
Krakow,5/21/2023,16,74,984,20,0,0,32,2023,5
Warszawa,8/31/2021,15,92,998,10,3,0,89,2021,8
Krakow,9/1/2021,13,95,983,24,12,0,94,2021,9
Krakow,4/6/2021,0,68,969,19,0,0,81,2021,4
Warszawa,5/21/2023,16,58,1011,17,0,0,29,2023,5
Warszawa,7/20/2023,16,79,999,9,4,0,26,2023,7
Krakow,6/21/2023,23,57,983,10,0,0,87,2023,6
Warszawa,9/1/2021,14,84,1005,25,3,0,86,2021,9
Krakow,7/20/2023,18,65,976,14,0,0,73,2023,7
Warszawa,6/21/2023,23,54,1005,11,0,0,88,2023,6
Warszawa,12/11/2021,0,93,1001,4,0,0,97,2021,12
Warszawa,5/8/2022,14,69,1011,15,3,0,48,2022,5
Krakow,12/12/2021,-1,89,987,12,0,0,70,2021,12
Krakow,5/20/2023,13,88,987,17,0,0,74,2023,5
Warszawa,7/13/2021,23,59,1000,13,1,0,18,2021,7
Krakow,7/14/2021,25,58,975,12,4,0,48,2021,7
Warszawa,5/25/2021,14,80,1001,20,6,0,95,2021,5
Krakow,5/26/2021,12,62,981,17,0,0,10,2021,5
Warszawa,11/14/2022,6,88,1012,15,0,0,91,2022,11
Krakow,11/14/2022,2,85,990,8,0,0,13,2022,11
Warszawa,10/25/2021,5,73,1014,22,0,0,56,2021,10
Warszawa,2/16/2021,-4,94,1012,17,0,0,85,2021,2
Krakow,2/17/2021,0,98,978,20,9,0,95,2021,2
Warszawa,5/26/2021,13,63,1004,22,0,0,50,2021,5
Krakow,5/27/2021,13,64,980,16,0,0,73,2021,5
Warszawa,4/6/2021,1,76,991,23,0,0,84,2021,4
Krakow,5/9/2022,13,74,991,11,0,0,36,2022,5
Warszawa,7/14/2021,27,52,999,9,0,0,27,2021,7
Krakow,7/19/2023,21,51,975,10,0,0,41,2023,7
Warszawa,7/19/2023,19,54,999,10,0,0,26,2023,7
Krakow,7/15/2021,22,75,976,10,8,0,76,2021,7
Warszawa,5/20/2023,15,86,1014,15,3,0,76,2023,5
Warszawa,12/12/2021,-1,85,1013,8,0,0,64,2021,12
Krakow,10/26/2021,5,65,987,10,0,0,84,2021,10
Krakow,4/7/2021,0,62,973,20,0,0,36,2021,4
Krakow,9/2/2021,14,79,989,16,0,0,41,2021,9
Krakow,12/13/2021,-2,78,988,4,0,0,27,2021,12
Warszawa,10/26/2021,7,70,1009,22,0,0,91,2021,10
Warszawa,3/18/2022,1,63,1030,13,0,0,0,2022,3
Krakow,10/27/2021,8,75,990,11,0,0,76,2021,10
Krakow,3/19/2022,1,54,1003,19,0,0,0,2022,3
Warszawa,6/20/2023,23,53,1005,7,0,0,50,2023,6
Krakow,11/13/2022,2,88,994,5,0,0,30,2022,11
Warszawa,7/18/2023,19,53,1006,18,0,0,29,2023,7
Krakow,7/18/2023,19,57,983,14,0,0,3,2023,7
Warszawa,5/9/2022,11,58,1016,17,0,0,20,2022,5
Krakow,5/10/2022,12,58,985,11,0,0,17,2022,5
Warszawa,5/27/2021,13,71,1003,15,0,0,71,2021,5
Krakow,5/28/2021,12,75,984,14,0,0,44,2021,5
Warszawa,11/13/2022,8,91,1018,7,0,0,99,2022,11
Krakow,6/20/2023,22,57,979,9,0,0,52,2023,6
Warszawa,3/19/2022,2,58,1032,11,0,0,0,2022,3
Krakow,3/20/2022,2,49,1007,16,0,0,0,2022,3
Warszawa,5/10/2022,13,45,1012,12,0,0,10,2022,5
Warszawa,11/12/2022,8,89,1020,12,0,0,100,2022,11
Krakow,11/12/2022,6,78,995,11,0,0,59,2022,11
Warszawa,9/2/2021,13,80,1010,20,0,0,40,2021,9
Warszawa,2/17/2021,-1,97,1003,11,3,7,99,2021,2
Krakow,2/18/2021,0,99,984,13,6,0,98,2021,2
Krakow,9/3/2021,15,70,984,18,0,0,17,2021,9
Warszawa,3/20/2022,3,64,1033,11,0,0,0,2022,3
Warszawa,7/15/2021,24,58,1001,11,3,0,75,2021,7
Krakow,7/16/2021,22,72,980,7,0,0,49,2021,7
Warszawa,12/13/2021,-2,88,1015,4,0,0,34,2021,12
Krakow,12/14/2021,-1,80,990,6,0,0,49,2021,12
Warszawa,7/16/2021,23,76,1002,11,7,0,43,2021,7
Warszawa,5/19/2023,10,90,1015,14,0,0,99,2023,5
Krakow,5/19/2023,9,90,991,10,0,0,99,2023,5
Warszawa,4/7/2021,1,72,994,22,0,0,47,2021,4
Krakow,4/8/2021,1,77,982,24,1,0,47,2021,4
Krakow,5/18/2023,7,95,988,13,6,0,100,2023,5
Warszawa,2/18/2021,-4,93,1011,17,0,0,95,2021,2
Warszawa,5/18/2023,9,80,1014,14,1,0,100,2023,5
Warszawa,6/19/2023,19,66,1005,5,0,0,36,2023,6
Krakow,6/19/2023,19,69,980,8,0,0,26,2023,6
Krakow,1/1/2021,-1,92,976,5,0,0,53,2021,1
Warszawa,12/14/2021,-1,80,1015,13,0,0,90,2021,12
Warszawa,7/17/2023,23,68,1004,16,4,0,34,2023,7
Krakow,7/17/2023,21,77,981,10,6,0,43,2023,7
Warszawa,4/8/2021,2,83,1003,24,0,0,66,2021,4
Krakow,7/17/2021,22,75,978,9,3,0,62,2021,7
Warszawa,7/17/2021,24,71,1001,9,0,0,11,2021,7
Krakow,12/15/2021,1,97,993,14,0,0,100,2021,12
Krakow,2/19/2021,0,98,986,14,3,0,98,2021,2
Krakow,5/11/2022,18,52,980,20,0,0,64,2022,5
Warszawa,5/11/2022,18,51,1002,18,0,0,70,2022,5
Warszawa,12/15/2021,1,99,1015,17,0,0,100,2021,12
Warszawa,9/3/2021,15,71,1006,21,0,0,26,2021,9
Krakow,9/4/2021,14,77,983,13,0,0,25,2021,9
Krakow,12/16/2021,2,98,995,23,2,0,100,2021,12
Warszawa,5/28/2021,12,69,1006,13,0,0,39,2021,5
Krakow,7/16/2023,24,55,980,10,0,0,0,2023,7
